Scen ID,ie_pp_sen,ie_pc_sen,re_pp_sen,re_pc_sen,op_exp_sen,inf_sen,fme_sen,comm_sen,ovrd_sen,mort_sen,ulp_fer_sen,sh_fer_sen,lapse_sen,rdr_sen,vir_sen,fmc_sen
1,100,0,100,0,100,0,0,100,100,100,0,0,100,0,0,0
